"model";"scenario";"Category";"Scope";"region";"Baseline";"variable";"value";"unit";"period"
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";73.4629314701697;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";51.9238676048296;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";53.0470465524923;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";44.910263507374;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";65.3912373587362;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";54.5142172522869;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";72.2415948385268;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"NPi_V4";"National policies";"national";"CHN";"NoPolicy_V4";"CO2rel2010";55.8049039026335;"MtCO2";2050
"*China TIMES";"NPi_V4";"National policies";"national";"CHN";NA;"CO2rel2010";61.076847147076;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";25.8089543900802;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";61.0184903616717;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";25.6610331444915;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";33.175537789184;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";28.7913764616641;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";43.2736684053477;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";31.4283980500643;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"CO2rel2010";31.3992994605039;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";23.1849972272878;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";48.8658637785843;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";23.3852391671839;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";27.1466832020033;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";22.3250413918215;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";34.751385214171;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";27.8828682214115;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"CO2rel2010";26.9869717182476;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"NPi2020_low_V4";"Carbon budget 1000";"national";"CHN";"NoPOL_V4";"CO2rel2010";35.4077243262623;"MtCO2";2050
"*China TIMES";"NPi2020_low_V4";"Carbon budget 1000";"national";"CHN";NA;"CO2rel2010";36.0559299851974;"MtCO2";2050
"*India MARKAL";"INDC_V4";"NDC";"national";"IND";"NoPOL_V4";"CO2rel2010";125.898398316163;"MtCO2";2050
"*AIM-India [IIMA]";"INDC_V4";"NDC";"national";"IND";"NoPOL_V4";"CO2rel2010";79.7461688993535;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";62.8604788881382;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";70.1754772389561;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";62.5801781020703;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";87.5135672030898;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";91.2711689739715;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";100.179906890902;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";77.4287296318332;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"CO2rel2010";88.5952334721331;"MtCO2";2050
"*India MARKAL";"NoPOL_V4";"No policy";"national";"IND";"-";"CO2rel2010";153.415083458138;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"IND";"-";"CO2rel2010";62.8908123574071;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"CO2rel2010";70.1894350268999;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"CO2rel2010";93.3149969759948;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"CO2rel2010";96.9619446463609;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"IND";"-";"CO2rel2010";105.676153278684;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"CO2rel2010";88.1028832162401;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"IND";"-";"CO2rel2010";90.39114532278;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";63.9447486208707;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";69.1019179197933;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";62.4601990331896;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";88.6368812080158;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";95.2809548752412;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";100.398975455973;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";81.5018160474305;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"CO2rel2010";89.5836966704383;"MtCO2";2050
"*India MARKAL";"NPi_V4";"National policies";"national";"IND";"NoPolicy_V4";"CO2rel2010";139.563746608788;"MtCO2";2050
"*AIM-India [IIMA]";"NPi_V4";"National policies";"national";"IND";"NoPolicy_V4";"CO2rel2010";88.27473428213;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";25.3057978942831;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";50.586878036218;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";30.7829567259777;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";39.0224296894463;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";50.5891301726352;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";58.1947166231749;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";43.9384657109955;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"CO2rel2010";36.9919137253127;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";22.0859051214456;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";33.0793662926172;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";25.7020895129934;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";27.9604402803467;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";35.5271050051552;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";42.8288661913404;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";38.0289444781652;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"CO2rel2010";28.784280209021;"MtCO2";2050
"*India MARKAL";"NPi2020_low_V4";"Carbon budget 1000";"national";"IND";"NoPOL_V4";"CO2rel2010";107.319777708543;"MtCO2";2050
"*AIM-India [IIMA]";"NPi2020_low_V4";"Carbon budget 1000";"national";"IND";"NoPOL_V4";"CO2rel2010";70.9270265449706;"MtCO2";2050
"*AIM-India [IIMA]";"NPi2020_verylow_V4";"Carbon budget 400";"national";"IND";"NoPolicy_V4";"CO2rel2010";61.1694788904873;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";32.5845280628638;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";32.3636988247264;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";24.8841980009211;"MtCO2";2050
"GEM-E3_EU";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";25.3574341305183;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";31.1524711909268;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";36.112883220026;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";25.67939786608;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";27.9775311947313;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"CO2rel2010";31.8079025676978;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"EU";"-";"CO2rel2010";43.8563586048148;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"EU";"-";"CO2rel2010";46.9274097168776;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"EU";"-";"CO2rel2010";38.3095990073676;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"EU";"-";"CO2rel2010";43.4126306546704;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"EU";"-";"CO2rel2010";34.7407433725637;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"EU";"-";"CO2rel2010";37.4586872232428;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"EU";"-";"CO2rel2010";37.7366373281541;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";41.6979313988117;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";42.1384574655576;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";30.586603969571;"MtCO2";2050
"GEM-E3_EU";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";30.6273053196837;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";34.078313887635;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";38.4281828485178;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";30.1343405680461;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";33.2329365040443;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"CO2rel2010";34.8173565531184;"MtCO2";2050
"*PRIMES_V1";"NPi_V4";"National policies";"national";"EU";"NoPolicy_V4";"CO2rel2010";30.8908571229841;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";28.0073900845541;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";28.7571826271563;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";24.4020144986606;"MtCO2";2050
"GEM-E3_EU";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";24.9203829549938;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";23.489298514031;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";27.5035947523704;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";26.0834637490086;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";26.5761247126767;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"CO2rel2010";19.2699052860563;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";24.8522669563771;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";17.7483375963017;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";22.5180683349661;"MtCO2";2050
"GEM-E3_EU";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";23.1364853926172;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";21.3524033447154;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";20.9194643009983;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";22.4982763046408;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";23.1885987372754;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"CO2rel2010";13.6879580282317;"MtCO2";2050
"*PRIMES_V1";"NPi2020_low_V4";"Carbon budget 1000";"national";"EU";"NoPOL_V4";"CO2rel2010";24.6032636596836;"MtCO2";2050
"*PRIMES_V1";"NPi2020_verylow_V4";"Carbon budget 400";"national";"EU";"NoPolicy_V4";"CO2rel2010";23.8278306369131;"MtCO2";2050
"*AIM/Enduse[Japan]";"INDC_V4";"NDC";"national";"JPN";"NoPOL_V4";"CO2rel2010";32.6757124606203;"MtCO2";2050
"*DNE21+ V.14 (national)";"INDC_V4";"NDC";"national";"JPN";"NoPOL_V4";"CO2rel2010";33.0562582106759;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"CO2rel2010";33.3692513934996;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"CO2rel2010";30.3347542913734;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"CO2rel2010";34.2429845018697;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"CO2rel2010";34.5364490608305;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"CO2rel2010";35.4608901433506;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"CO2rel2010";33.7077966629224;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"CO2rel2010";31.0980253309111;"MtCO2";2050
"*AIM/Enduse[Japan]";"NoPOL_V4";"No policy";"national";"JPN";"-";"CO2rel2010";41.3165849781015;"MtCO2";2050
"*DNE21+ V.14 (national)";"NoPOL_V4";"No policy";"national";"JPN";"-";"CO2rel2010";41.1555125251772;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"JPN";"-";"CO2rel2010";44.9964112302727;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"JPN";"-";"CO2rel2010";29.3893910761931;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"JPN";"-";"CO2rel2010";41.31801479585;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"JPN";"-";"CO2rel2010";35.5098820070695;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"JPN";"-";"CO2rel2010";33.7469033298986;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"JPN";"-";"CO2rel2010";36.0746276119821;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"CO2rel2010";42.0165210618471;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"CO2rel2010";29.3397059234046;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"CO2rel2010";39.1754459518855;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"CO2rel2010";34.7439005304318;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"CO2rel2010";35.2981949550009;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"CO2rel2010";33.1434083494418;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"CO2rel2010";34.3983118514653;"MtCO2";2050
"*AIM/Enduse[Japan]";"NPi_V4";"National policies";"national";"JPN";"NoPolicy_V4";"CO2rel2010";37.8016455055828;"MtCO2";2050
"*DNE21+ V.14 (national)";"NPi_V4";"National policies";"national";"JPN";"NoPolicy_V4";"CO2rel2010";37.8402809774988;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"CO2rel2010";29.7666846400541;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"CO2rel2010";21.4608047217208;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"CO2rel2010";29.3716863154398;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"CO2rel2010";26.0938761316896;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"CO2rel2010";24.9465744941415;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"CO2rel2010";27.388054086212;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"CO2rel2010";24.7551444313757;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"CO2rel2010";27.0684493768274;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"CO2rel2010";16.103712634785;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"CO2rel2010";21.2332816932052;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"CO2rel2010";23.3824343767392;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"CO2rel2010";18.1803121742259;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"CO2rel2010";24.7448272967532;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"CO2rel2010";22.1250130714664;"MtCO2";2050
"*AIM/Enduse[Japan]";"NPi2020_low_V4";"Carbon budget 1000";"national";"JPN";"NoPOL_V4";"CO2rel2010";26.061561089769;"MtCO2";2050
"*DNE21+ V.14 (national)";"NPi2020_low_V4";"Carbon budget 1000";"national";"JPN";"NoPOL_V4";"CO2rel2010";26.2075941266137;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";34.3807586947883;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";39.7404212359559;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";33.6616773571349;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";33.9625215787499;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";30.6585153615238;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";30.8304265358889;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";27.2183788029326;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";27.4911641148627;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"CO2rel2010";34.897751337337;"MtCO2";2050
"*GCAM-USA_CDLINKS";"NoPOL_V4";"No policy";"national";"USA";"-";"CO2rel2010";46.531248675748;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";49.2037610109215;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";48.3351722989199;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";48.5143079097938;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";38.8459420595325;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";40.2630409783369;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";38.8710273543446;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";44.5940265150714;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"USA";"-";"CO2rel2010";44.4740360752616;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";45.9124398464018;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";44.3277807642349;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";44.9241804272237;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";39.835577728513;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";32.2376993283788;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";36.9695616385421;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";37.488433730995;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";32.4180119517362;"MtCO2";2050
